year,section_name,block,beneficial_fraction_mean,crop_water_deficit_mean,relative_water_deficit_mean,total_seasonal_biomass_production_mean,seasonal_yield_mean,crop_water_productivity_mean,beneficial_fraction_min,crop_water_deficit_min,relative_water_deficit_min,total_seasonal_biomass_production_min,seasonal_yield_min,crop_water_productivity_min,beneficial_fraction_max,crop_water_deficit_max,relative_water_deficit_max,total_seasonal_biomass_production_max,seasonal_yield_max,crop_water_productivity_max,beneficial_fraction_std,crop_water_deficit_std,relative_water_deficit_std,total_seasonal_biomass_production_std,seasonal_yield_std,crop_water_productivity_std
2019,Mwea,M2,0.69902897,0.6322313,0.36776868,18.257948,6.927281,1.1588974,0.39733794,0.2688001,0.21208507,7.8707547,2.9862568,0.6311933,0.8174403,0.78791493,0.73119986,25.665022,9.737611,1.3863019,0.047318265,0.047634326,0.047634326,3.1253722,1.1858029,0.15676531
2019,Mwea,M1,0.71902776,0.6464811,0.35351887,19.822592,7.520924,1.2244979,0.12633143,0.26747498,0.19764131,2.8166385,1.0686657,0.39139152,0.8560665,0.8023587,0.732525,27.720556,10.517505,1.4616177,0.07395175,0.07373972,0.07373972,3.641655,1.3816867,0.14838268
2019,Tebere,T8,0.7239904,0.6036998,0.3963001,15.152815,5.749156,0.9618941,0.3353562,0.24001013,0.2526756,6.3360476,2.403971,0.5607674,0.87305087,0.7473244,0.75998986,26.205294,9.942596,1.3777658,0.038559433,0.05011815,0.05011815,4.579898,1.7376672,0.26728347
2019,Tebere,T23,0.7357604,0.6096373,0.39036268,15.464921,5.8675733,0.97341675,0.59476036,0.31872585,0.25286555,7.1249285,2.7032816,0.55274767,0.83044785,0.74713445,0.6812742,24.22337,9.190631,1.3128124,0.037160244,0.052915726,0.052915726,4.4781876,1.6990771,0.26003888
2019,Tebere,T11,0.71107095,0.60397863,0.39602134,12.246905,4.6466193,0.77568513,0.5706556,0.42885187,0.27579004,7.051318,2.675353,0.53863907,0.8284751,0.72420996,0.57114816,23.663652,8.978268,1.2900718,0.035190135,0.03635079,0.03635079,3.9714,1.5067959,0.23156326
2019,Tebere,T7,0.73388517,0.6180925,0.3819075,15.328,5.815623,0.9488546,0.53538114,0.27832308,0.22291178,7.7610335,2.9446273,0.57604086,0.87929946,0.7770882,0.72167695,27.424726,10.405264,1.4241593,0.03381069,0.039629597,0.039629597,4.699855,1.7831801,0.26872188
2019,Tebere,T6,0.7428077,0.62627375,0.37372625,15.223322,5.7759075,0.9338821,0.24984287,0.20150718,0.21467924,4.5374546,1.7215636,0.5981814,0.84981436,0.78532076,0.7984928,27.39695,10.394725,1.3961828,0.04522908,0.056797944,0.056797944,4.9434705,1.8756107,0.2838415
2019,Tebere,T12,0.73757076,0.5723962,0.42760372,18.128284,6.878085,1.2154706,0.31435853,0.22360839,0.20005065,5.8471637,2.2184827,0.5569615,0.8858284,0.79994935,0.7763916,29.18582,11.073443,1.4874914,0.05558754,0.070116945,0.07011694,3.1151502,1.1819246,0.12528622
2019,Tebere,T25,0.7347477,0.5714618,0.42853823,16.672474,6.3257327,1.1250817,0.25173283,0.20100057,0.19067824,4.526344,1.7173481,0.58637553,0.86267716,0.80932176,0.7989994,26.94973,10.225044,1.3090374,0.064835414,0.109257184,0.109257184,4.118031,1.5624293,0.17736086
2019,Tebere,T22,0.7204398,0.6101938,0.38980624,13.453133,5.1042767,0.84117556,0.5267219,0.40269774,0.26603764,6.302715,2.391324,0.5343389,0.8625022,0.73396236,0.59730226,23.165047,8.789091,1.287345,0.038662642,0.03922721,0.03922721,4.5078735,1.7103403,0.2547609
2019,Tebere,T19,0.7164963,0.6076376,0.3923624,15.057507,5.712995,0.9500235,0.5618224,0.40485087,0.22645813,7.09854,2.6932695,0.52617615,0.8322666,0.77354187,0.59514916,25.030304,9.496792,1.3291208,0.043175727,0.052971773,0.052971773,4.558959,1.7297226,0.26460916
2019,Tebere,T15,0.7469517,0.62142503,0.378575,17.950777,6.810735,1.1093683,0.46351302,0.3153062,0.17206001,8.462415,3.2107396,0.5772504,0.88236195,0.82794,0.6846938,28.539991,10.828408,1.3756132,0.051263195,0.080304846,0.080304846,4.545195,1.7245005,0.22786646
2019,Tebere,T20,0.7318458,0.6288463,0.37115365,16.693802,6.3338246,1.0163248,0.4634106,0.38249636,0.23234755,7.2513165,2.7512348,0.56616324,0.88511705,0.76765245,0.61750364,25.909462,9.830355,1.3634441,0.047274586,0.051502507,0.051502503,4.768853,1.8093591,0.26200858
2019,Tebere,T21,0.72676134,0.6124841,0.387516,17.066526,6.4752398,1.0680109,0.51014644,0.34431005,0.1557216,6.3346586,2.403444,0.52428085,0.89634,0.8442784,0.65568995,28.931656,10.977011,1.3335674,0.05457689,0.062041827,0.06204183,3.9496078,1.4985276,0.20798348
2019,Tebere,T18,0.7345373,0.6251982,0.37480184,17.778427,6.7453446,1.0902333,0.5801171,0.3991514,0.19181812,7.8026996,2.9604359,0.5624159,0.8953926,0.8081819,0.60084856,26.549734,10.073281,1.3170964,0.036630817,0.047045436,0.047045436,3.828734,1.4526666,0.20791984
2019,Tebere,T16,0.71703225,0.5881001,0.4118999,16.880903,6.4048133,1.0973688,0.023125438,0.18073586,0.2112596,1.3833195,0.5248477,0.2942384,0.8736564,0.7887404,0.8192642,27.174728,10.310411,1.4106774,0.05997205,0.06947998,0.06947998,4.420888,1.6773369,0.23295134
2019,Tebere,T17,0.73164296,0.61498874,0.38501126,17.944962,6.8085294,1.1173133,0.55581355,0.35456905,0.24488634,8.152697,3.093229,0.57176137,0.84619254,0.75511366,0.6454309,24.844194,9.42618,1.3663398,0.040962383,0.05067806,0.05067806,3.543985,1.3446295,0.17945905
2019,Tebere,T13,0.7105366,0.5667463,0.4332537,17.949759,6.8103495,1.2152252,0.038844965,0.18377557,0.23887026,1.2208211,0.4631939,0.2547646,0.8518694,0.76112974,0.81622446,26.306683,9.981065,1.4304318,0.0630537,0.06972658,0.06972658,3.111937,1.1807057,0.1361078
2019,Tebere,T14,0.75018317,0.5939108,0.40608916,18.751024,7.1143594,1.2103012,0.0,0.20878981,0.20157051,0.0,0.0,0.0,0.87890977,0.7984295,0.7912102,26.335848,9.99213,1.4142729,0.06828776,0.074931785,0.074931785,3.7388692,1.418571,0.17290996
2019,Tebere,T5,0.73157597,0.6061645,0.39383548,18.848532,7.151354,1.1920961,0.106704436,0.20119055,0.2133494,2.4277534,0.9211182,0.46389332,0.8723568,0.7866506,0.79880947,26.945564,10.223464,1.4275366,0.04371054,0.05332167,0.05332167,3.7040226,1.4053496,0.19337383
2019,Tebere,T2,0.73567826,0.61649126,0.3835087,20.391047,7.7366023,1.2697552,0.6363636,0.31802925,0.265531,10.199899,3.8699615,0.6847217,0.8353917,0.734469,0.6819707,25.98724,9.859864,1.4118805,0.03566678,0.040517587,0.040517583,2.3270674,0.8829167,0.099195674
2019,Tebere,T3,0.8042362,0.68363833,0.3163616,22.30823,8.4640045,1.3208466,0.63929117,0.36964095,0.14984274,10.844336,4.1144686,0.7024509,0.9039858,0.85015726,0.63035905,27.756668,10.531206,1.4686232,0.03936408,0.088121586,0.088121586,2.9988737,1.137808,0.09315617
2019,Tebere,T4,0.7857661,0.6234708,0.37652925,21.089388,8.001562,1.2998794,0.42777336,0.23804699,0.16572732,7.544369,2.8624225,0.6988406,0.8972977,0.8342727,0.761953,30.17192,11.447581,1.4560851,0.05344186,0.09660723,0.09660723,3.8423538,1.4578341,0.11280145
2019,Thiba,H8,0.7236741,0.6171058,0.38289425,14.943321,5.669671,0.9318551,0.13945472,0.20207714,0.16490406,3.230523,1.2256985,0.56289613,0.88541746,0.83509594,0.79792285,27.792778,10.544907,1.3499169,0.0568778,0.07570633,0.07570633,4.6815276,1.7762264,0.262221
2019,Thiba,H6,0.7214432,0.6207977,0.37920228,16.662582,6.321981,1.0275894,0.02268699,0.17864606,0.24374646,1.3374866,0.50745815,0.28781748,0.85830235,0.75625354,0.8213539,24.783087,9.402994,1.3650036,0.047287602,0.05572394,0.05572394,4.402106,1.6702107,0.23985827
2019,Thiba,H7,0.72241443,0.6202765,0.37972343,15.877318,6.02404,0.9794746,0.42910013,0.3251219,0.17921603,6.511046,2.4703674,0.5529371,0.8931644,0.820784,0.6748781,27.551113,10.453217,1.3076704,0.039369088,0.04699211,0.04699211,4.457882,1.6913729,0.24711362
2019,Karaba,K7,0.72472554,0.63441944,0.36558047,14.33038,5.4371147,0.8621579,0.58945227,0.4766006,0.22050536,6.7721543,2.569435,0.48858482,0.84990185,0.77949464,0.5233994,24.4942,9.293387,1.2853041,0.03886098,0.041608706,0.041608706,4.547538,1.7253891,0.24799505
2019,Karaba,K6,0.72111,0.6305219,0.3694782,14.102209,5.350544,0.85352904,0.43172476,0.3765436,0.21303272,5.9902177,2.272759,0.51456267,0.84328973,0.7869673,0.62345636,24.4567,9.27916,1.2283477,0.04593644,0.05075487,0.05075487,4.632253,1.7575312,0.25050324
2019,Karaba,K5,0.7349138,0.64842504,0.351575,13.540967,5.1376023,0.7981161,0.40758833,0.38192642,0.16813374,5.3360577,2.024563,0.5231791,0.85727024,0.83186626,0.6180736,25.830297,9.800319,1.2814015,0.037927512,0.047735654,0.047735654,4.5218096,1.7156278,0.24270757
2019,Karaba,K4,0.73090386,0.64897853,0.35102144,14.419387,5.4708843,0.84854,0.5231095,0.4407574,0.18637198,6.461046,2.451397,0.5184253,0.84961754,0.813628,0.5592426,26.158072,9.92468,1.2539761,0.03976469,0.04511834,0.04511834,4.744923,1.8002796,0.2532219
2019,Karaba,K8,0.70638126,0.64308584,0.35691413,15.456257,5.8642855,0.9163043,0.5860373,0.53587484,0.23336077,7.1943727,2.7296295,0.50713044,0.8084396,0.76663923,0.46412516,23.076159,8.755366,1.1880553,0.042439125,0.04337564,0.04337564,4.298872,1.6310426,0.22295465
2019,Wamumu,W6,0.718771,0.63871145,0.36128864,15.658322,5.940952,0.9386142,0.42183334,0.3707175,0.22506493,7.280483,2.7623007,0.53519994,0.8226474,0.77493507,0.6292825,25.112247,9.527882,1.2824286,0.03404631,0.042314097,0.042314097,4.304732,1.6332661,0.2358475
2019,Karaba,K1,0.75139076,0.6747304,0.32526958,14.15627,5.3710546,0.8021248,0.5232861,0.43784434,0.16737384,6.3402143,2.405552,0.52216715,0.84997934,0.83262616,0.56215566,26.627512,10.102791,1.2925496,0.03790151,0.044624906,0.044624906,4.5639253,1.7316068,0.23686504
2019,Karaba,K2,0.7450449,0.65866715,0.3413329,13.99951,5.3115788,0.8140357,0.5839632,0.41966942,0.17009687,7.531869,2.8576796,0.54887575,0.8525143,0.8299031,0.5803306,26.79001,10.164445,1.2622054,0.038762767,0.04954877,0.04954877,4.484939,1.7016387,0.24137004
2019,Karaba,k3,0.74195945,0.64803755,0.35196242,14.799565,5.6151285,0.8741977,0.020558946,0.19713761,0.16984355,0.7722145,0.29298726,0.15058774,0.8531941,0.83015645,0.8028624,27.70389,10.511182,1.3130921,0.044930637,0.057103265,0.057103265,4.7164006,1.7894578,0.2545221
2019,Wamumu,K3,0.72777015,0.654234,0.34576595,13.294574,5.0441175,0.77627194,0.56318045,0.47071117,0.17516309,7.1915946,2.7285755,0.52941114,0.8472458,0.8248369,0.5292888,27.346949,10.375753,1.2808743,0.04141668,0.047134884,0.047134884,4.477082,1.6986574,0.23211236
2019,Wamumu,W4,0.7414758,0.6812669,0.318733,15.099709,5.729007,0.8851796,0.60181534,0.47956005,0.15775526,7.794367,2.9572744,0.5671207,0.83629644,0.84224474,0.52044,26.113626,9.907817,1.3271419,0.035874337,0.04565596,0.04565596,4.7665377,1.8084803,0.2602937
2019,Wamumu,W3,0.7380348,0.6412854,0.35871464,16.051104,6.089978,0.95696,0.5756827,0.4089038,0.20321703,7.0040965,2.6574366,0.54396766,0.87055665,0.796783,0.59109616,26.338625,9.993184,1.3140284,0.035227384,0.044602998,0.044603,4.5042653,1.7089714,0.24325468
2019,Wamumu,W2,0.72324723,0.64431524,0.3556848,16.270645,6.173274,0.96406204,0.56321675,0.44177064,0.22823125,6.3707695,2.4171448,0.52278125,0.8456552,0.77176875,0.5582293,25.565022,9.69967,1.2734448,0.035917804,0.039708517,0.039708517,4.3903623,1.665755,0.23162915
2019,Wamumu,W1,0.7318386,0.6495589,0.350441,15.382079,5.836141,0.9041055,0.56835306,0.3529859,0.2078399,8.065197,3.0600305,0.55078495,0.8343934,0.7921601,0.64701414,25.93863,9.841421,1.2661941,0.0373914,0.044252593,0.044252593,4.761814,1.8066883,0.2519618
2019,Wamumu,W7,0.72286826,0.65670115,0.3432988,16.597895,6.2974353,1.0033939,0.25428572,0.23189558,0.16875374,5.1041155,1.9365615,0.54182726,0.8512555,0.83124626,0.76810443,26.748344,10.148637,1.3284091,0.03466455,0.04625638,0.04625637,4.428364,1.6801734,0.2442645
2019,Mwea,M15,0.7245453,0.65473485,0.3452651,18.79323,7.130373,1.1520077,0.5342269,0.4152256,0.21771681,8.459638,3.209686,0.6119484,0.8239874,0.7822832,0.5847744,24.587254,9.328693,1.3119636,0.03373581,0.03711735,0.03711735,2.7849975,1.0566608,0.14311321
2019,Mwea,M17B,0.7361679,0.65105504,0.34894496,18.808884,7.1363125,1.1579719,0.34938103,0.24084012,0.171669,6.541601,2.4819603,0.55864453,0.86678815,0.828331,0.75915986,27.508059,10.436881,1.3671005,0.04226249,0.05820266,0.05820266,3.4313753,1.3019042,0.16450478
2019,Mwea,M12A,0.73048997,0.66301996,0.33698002,19.915558,7.5561967,1.2050384,0.53291535,0.42940435,0.21857816,8.686025,3.29558,0.60979855,0.82651377,0.78142184,0.5705956,25.315025,9.604818,1.3453392,0.039939843,0.046139408,0.046139408,2.6637273,1.0106494,0.113137916
2019,Mwea,M6A,0.72838527,0.6541882,0.34581178,19.924059,7.5594234,1.2224135,0.66209793,0.538329,0.25621146,9.116575,3.4589357,0.6567746,0.80014575,0.74378854,0.461671,25.4428,9.653297,1.4061613,0.028351476,0.032736864,0.032736864,2.649227,1.0051478,0.1344103
2019,Mwea,M8,0.6989733,0.6218209,0.37817907,18.243551,6.9218173,1.1775097,0.6059734,0.48360166,0.25687402,8.536025,3.2386682,0.61932224,0.79449004,0.743126,0.5163983,23.921982,9.076282,1.3133401,0.029395293,0.039150435,0.039150435,2.4827783,0.9419953,0.1254977
2019,Mwea,M7B,0.7044824,0.61947507,0.38052496,18.396015,6.9796653,1.1919308,0.42349383,0.26283708,0.23017293,8.045753,3.052653,0.64325386,0.8350116,0.76982707,0.73716295,25.398357,9.6364355,1.4348837,0.040615793,0.045575846,0.045575846,2.5655258,0.97339064,0.12095217
2019,Mwea,M6B,0.7877092,0.72079813,0.27920192,23.817833,9.036765,1.327705,0.46229187,0.27058902,0.16928375,8.831857,3.3509102,0.69149256,0.8553996,0.83071625,0.729411,28.27194,10.7267065,1.4751445,0.027802836,0.0508335,0.050833505,2.6003466,0.9866021,0.09708571
2019,Mwea,M7A,0.7484489,0.65748554,0.34251446,20.854662,7.912504,1.2749928,0.5808581,0.3757371,0.23249191,10.248508,3.8884046,0.69370216,0.8502964,0.7675081,0.6242629,26.048351,9.883051,1.4675202,0.036531623,0.044222057,0.044222057,1.9822365,0.7520838,0.07261873
2019,Mwea,M10,0.74638915,0.640494,0.359506,20.192007,7.6610847,1.2656635,0.5706359,0.31763068,0.22208971,8.70408,3.3024302,0.64524215,0.83794683,0.7779103,0.68236935,25.871964,9.816127,1.4028876,0.034522682,0.046120945,0.046120945,2.4950902,0.9466665,0.10611634
2019,Mwea,M12B,0.7068479,0.635907,0.36409307,18.829512,7.144138,1.1901083,0.6160298,0.4637249,0.20393562,9.327684,3.5390332,0.63580203,0.83892107,0.7960644,0.5362751,26.338625,9.993184,1.3464772,0.033395756,0.037828796,0.037828796,1.6532875,0.6272767,0.059161052
2020,Thiba,H5,0.7222192,0.66021633,0.3397837,15.827277,6.0050554,0.9378537,0.4548353,0.36435208,0.22599381,7.6152015,2.889297,0.5429104,0.81899285,0.7740062,0.6356479,23.79004,9.02622,1.2511905,0.033789434,0.038931146,0.038931146,4.2157655,1.5995111,0.2282141
2020,Thiba,H4,0.70002043,0.7373904,0.26260972,15.555428,5.901912,0.93869597,0.6091723,0.5982834,0.11647725,7.7415895,2.9372501,0.53266126,0.81342024,0.88352275,0.4017166,23.521986,8.924518,1.224977,0.030628497,0.041458603,0.041458603,3.8197544,1.4492596,0.21193233
2020,Thiba,H2,0.6916291,0.73130894,0.268691,14.896593,5.6519427,0.9193323,0.22608891,0.33298445,0.17008072,4.3291235,1.6425203,0.52820617,0.78719866,0.8299193,0.66701555,21.506731,8.159906,1.2126532,0.02910193,0.035455395,0.035455395,3.946713,1.4974293,0.2237801
2020,Thiba,H1,0.6993752,0.73148,0.26851994,16.264423,6.1709137,1.0064576,0.4149743,0.30554724,0.11206639,7.3665934,2.7949722,0.53254384,0.8281946,0.8879336,0.69445276,24.013649,9.111061,1.3283771,0.036446914,0.045665577,0.045665577,3.3092148,1.255555,0.18281156
2020,Thiba,H3,0.72482955,0.7200794,0.2799207,15.811093,5.9989142,0.92514026,0.4891775,0.46134487,0.10885167,6.698544,2.5415063,0.47097638,0.8186043,0.8911483,0.53865516,24.340034,9.234896,1.2263062,0.033736084,0.068434045,0.068434045,4.5528116,1.7273902,0.24386713
2020,Mwea,MIAD,0.73159534,0.6986353,0.30136466,19.13152,7.2587237,1.236027,0.026834788,0.22196472,0.15714711,0.0,0.0,0.0,0.83985555,0.8428529,0.7780353,24.416422,9.263878,1.4518394,0.06916513,0.081800655,0.081800655,3.0428958,1.1545104,0.10753924
2020,Thiba,H19,0.7279301,0.7736757,0.22632435,18.694834,7.0930405,1.0940505,0.27715656,0.28080145,0.064593315,5.313836,2.0161319,0.5709022,0.83775574,0.9354067,0.7191986,25.791409,9.785563,1.2548703,0.03971267,0.05354691,0.053546913,2.8168542,1.0687476,0.12882951
2020,Thiba,H18,0.6991977,0.73684025,0.26315972,16.559124,6.2827263,1.0149521,0.4414788,0.45095694,0.14997011,7.1624284,2.7175095,0.5051133,0.7910211,0.8500299,0.54904306,22.831717,8.6626215,1.252847,0.03510864,0.04199442,0.041994423,3.6232207,1.3746924,0.19583064
2020,Thiba,H20,0.71112275,0.74814636,0.25185364,17.137413,6.5021367,1.0347506,0.28494334,0.2770634,0.10287082,5.545778,2.1041334,0.5054343,0.83032966,0.8971292,0.72293663,25.126139,9.533153,1.2928479,0.046529956,0.055174142,0.055174142,3.6444592,1.3827506,0.18475509
2020,Mwea,M14,0.73004496,0.757025,0.242975,18.95965,7.193513,1.1343465,0.5700597,0.53835225,0.09816086,8.137419,3.0874324,0.56895524,0.83214617,0.90183914,0.46164775,25.392803,9.634328,1.3096793,0.032282576,0.040819164,0.040819164,2.3081605,0.8757433,0.10448809
2020,Mwea,M16,0.7285736,0.75601035,0.2439896,17.962275,6.8150983,1.0750971,0.09963946,0.2280951,0.039174616,2.3583097,0.89477044,0.46923393,0.8561313,0.9608254,0.7719049,26.30946,9.982119,1.3793595,0.03519771,0.047172617,0.047172617,3.3760986,1.2809315,0.17581724
2020,Mwea,M17A,0.7217567,0.7423284,0.25767162,18.583374,7.050751,1.1342962,0.48712516,0.45873207,0.10974878,8.366583,3.1743798,0.5843313,0.82092273,0.8902512,0.54126793,24.444199,9.274416,1.3470404,0.03489982,0.04502323,0.045023233,2.3702557,0.89930296,0.11066926
2020,Mwea,M13,0.7291142,0.7510384,0.24896154,19.104086,7.2483144,1.1514472,0.28994492,0.3256579,0.016671658,5.0402274,1.9123216,0.6005667,0.8938645,0.98332834,0.6743421,28.771936,10.916411,1.3921711,0.043727692,0.050699253,0.050699253,2.6009533,0.9868324,0.10982485
2020,Mwea,M11,0.71153265,0.7221176,0.27788246,18.410358,6.985108,1.1542641,0.30141333,0.25919557,0.1503439,5.590222,2.120996,0.63855356,0.8345879,0.8496561,0.74080443,24.377533,9.249123,1.3584172,0.04458221,0.052514352,0.05251435,2.4875727,0.94381434,0.10638631
2020,Mwea,M9,0.7462738,0.7541783,0.24582176,20.377785,7.7315702,1.2208544,0.067362145,0.24992524,0.12096292,2.1902559,0.83100885,0.39630824,0.83517605,0.8790371,0.75007474,25.60391,9.714425,1.3642539,0.06373065,0.07688735,0.07688734,3.1317153,1.1882097,0.11703866
2020,Mwea,M5,0.75463766,0.7544137,0.24558632,20.634283,7.8288894,1.2401654,0.43952683,0.36655203,0.04994017,9.12352,3.4615707,0.6268679,0.88983315,0.95005983,0.633448,28.935822,10.978591,1.4646441,0.039652962,0.057505097,0.0575051,2.2947116,0.8706406,0.08796789
2020,Mwea,M3,0.7329021,0.7538501,0.24614985,19.488216,7.394058,1.1718564,0.6033885,0.52728766,0.0828349,9.856846,3.7398033,0.631172,0.84349525,0.9171651,0.47271234,25.692799,9.74815,1.3279006,0.02766538,0.0452348,0.0452348,2.3961315,0.9091205,0.11326369
2020,Mwea,M4,0.7319472,0.7503998,0.24960022,19.213999,7.2900167,1.16048,0.59255606,0.5282596,0.09120816,8.961021,3.399917,0.594651,0.8381869,0.90879184,0.47174042,26.07196,9.892009,1.3636979,0.028350817,0.045779604,0.045779604,2.5277798,0.9590694,0.12300189
2020,Mwea,M2,0.7362452,0.76312226,0.23687774,19.45162,7.3801727,1.1546303,0.39253232,0.31235048,0.061004758,7.5499244,2.86453,0.61633843,0.87832195,0.93899524,0.6876495,27.067785,10.269836,1.3299267,0.035727642,0.04723626,0.04723626,3.1032834,1.1774223,0.15419309
2020,Mwea,M1,0.7377854,0.752958,0.24704199,19.787634,7.507661,1.1872685,0.051053114,0.326555,0.14055026,1.1305443,0.4289418,0.15712154,0.85259646,0.85944974,0.673445,25.035862,9.4989,1.4021325,0.061926924,0.070345424,0.070345424,3.154924,1.1970153,0.13126042
2020,Tebere,T8,0.6904599,0.60473645,0.39526355,13.7086935,5.2012396,0.88391846,0.34152937,0.2576794,0.19198501,6.266604,2.3776233,0.49362248,0.8789234,0.808015,0.7423206,26.85251,10.188158,1.33246,0.04278502,0.040441055,0.040441055,4.2587094,1.6158044,0.25538433
2020,Tebere,T23,0.7194254,0.6308827,0.3691173,14.698937,5.5769496,0.90747285,0.5242215,0.33569953,0.22328341,7.455481,2.8286972,0.5129679,0.8515579,0.7767166,0.66430044,24.390034,9.253865,1.2540069,0.03775917,0.043862544,0.043862544,4.3990355,1.6690457,0.24732552
2020,Tebere,T11,0.6671266,0.59514904,0.404851,10.88907,4.131441,0.7111712,0.553294,0.47786525,0.21173209,6.467991,2.4540317,0.47778663,0.8387229,0.7882679,0.5221348,24.327536,9.230153,1.2327552,0.03348939,0.028704029,0.028704029,3.7216575,1.4120407,0.21964112
2020,Tebere,T7,0.70624495,0.61246014,0.3875398,13.818979,5.2430825,0.8813014,0.52673674,0.28239545,0.2055369,7.8915877,2.9941611,0.5548987,0.88961095,0.7944631,0.7176045,26.780287,10.160756,1.3205434,0.034109034,0.039609443,0.039609443,4.1334763,1.5682894,0.2477588
2020,Tebere,T6,0.73018956,0.631494,0.36850604,14.261615,5.4110246,0.8846936,0.24141221,0.20289107,0.22734898,4.4166226,1.6757185,0.5474681,0.834211,0.772651,0.79710895,25.128916,9.534206,1.3571495,0.049651507,0.057324022,0.057324022,4.643858,1.7619344,0.27181995
2020,Tebere,T12,0.7512454,0.6127796,0.38722035,18.489902,7.015285,1.1813022,0.3596515,0.23702891,0.14990968,6.4041023,2.4297917,0.59614545,0.8991026,0.8500903,0.7629711,27.610836,10.475876,1.3671384,0.0489095,0.06803067,0.06803067,2.8400803,1.0775598,0.11329274
2020,Tebere,T25,0.74739075,0.61182344,0.38817653,16.933472,6.4247584,1.0867666,0.3914959,0.24283686,0.21115124,6.202716,2.3533833,0.55512565,0.8736093,0.78884876,0.75716317,25.003916,9.486779,1.2893666,0.047376435,0.07171052,0.07171052,3.3309987,1.2638199,0.17914926
2020,Tebere,T22,0.6953066,0.6201688,0.37983105,12.561571,4.766008,0.7862626,0.5807973,0.42410946,0.2137326,6.86382,2.604214,0.50567263,0.85259354,0.7862674,0.57589054,24.105314,9.14584,1.252992,0.035483204,0.035091784,0.035091784,4.330357,1.6429884,0.24337076
2020,Tebere,T19,0.70205694,0.6280212,0.37197882,14.523825,5.5105095,0.89923835,0.5671141,0.43430564,0.21734643,6.7527103,2.5620577,0.48778903,0.83458394,0.78265357,0.56569433,24.148369,9.162175,1.263944,0.04216011,0.043940004,0.04394,4.538682,1.7220293,0.25368723
2020,Tebere,T15,0.73754054,0.6360328,0.36396715,17.092485,6.4850907,1.0511534,0.54893965,0.34454054,0.17772329,7.808255,2.9625437,0.5337393,0.8727673,0.8222767,0.65545946,26.348347,9.996873,1.3411416,0.043492116,0.062274694,0.0622747,4.114316,1.56102,0.22141528
2020,Tebere,T20,0.7515598,0.67586035,0.32413962,16.929419,6.42322,0.97681606,0.21701221,0.33305368,0.17669076,3.676352,1.3948512,0.4324282,0.88513064,0.82330924,0.6669463,27.473335,10.423706,1.3254334,0.04483407,0.05124653,0.05124653,4.8536153,1.8415188,0.25341246
2020,Tebere,T21,0.72795665,0.65319014,0.3468099,17.087952,6.48337,1.0202687,0.21554342,0.31885648,0.08111769,4.4582887,1.6915271,0.47712833,0.9103802,0.9188823,0.6811435,29.385818,11.149325,1.292179,0.05503953,0.057519753,0.057519753,4.047828,1.5357937,0.20490564
2020,Tebere,T18,0.7205006,0.6537655,0.34623453,17.101778,6.4886165,1.018638,0.59344935,0.49522457,0.16371965,7.1499286,2.712767,0.49707136,0.89551663,0.83628035,0.5047754,25.956686,9.848272,1.2806597,0.043960385,0.04111282,0.04111282,3.9064963,1.4821706,0.20047554
2020,Tebere,T16,0.7216967,0.62595886,0.37404117,16.718767,6.3432975,1.0427203,0.02999625,0.17210893,0.18566084,1.6527612,0.62707704,0.37619922,0.8683731,0.81433916,0.82789105,26.445568,10.033759,1.3456829,0.055361032,0.065931976,0.065931976,4.1208787,1.5635097,0.21609393
2020,Tebere,T17,0.7241118,0.65036774,0.3496322,17.669277,6.703931,1.0597883,0.48806703,0.35422045,0.20740837,7.963809,3.0215628,0.5416974,0.83655035,0.79259163,0.64577955,24.634476,9.34661,1.2858952,0.04497111,0.04522421,0.04522421,3.4381218,1.3044639,0.17200941
2020,Tebere,T13,0.71740836,0.6105964,0.38940358,17.735405,6.729021,1.1374234,0.063976735,0.17752968,0.22502583,1.8874811,0.7161325,0.41650748,0.8536098,0.77497417,0.8224703,25.76363,9.775024,1.356512,0.052858673,0.07124126,0.07124126,2.87713,1.0916169,0.12802933
2020,Tebere,T14,0.75373363,0.6439117,0.35608828,18.894432,7.1687694,1.1475995,0.0,0.22367063,0.18159527,0.0,0.0,0.0,0.8593987,0.81840473,0.7763294,26.878899,10.19817,1.3354295,0.06348914,0.063439675,0.063439675,3.3813167,1.2829113,0.16299915
2020,Tebere,T5,0.73857677,0.64529103,0.35470897,18.464312,7.0055766,1.1197572,0.17553537,0.19889003,0.14113319,3.5124648,1.3326705,0.5788617,0.8957097,0.8588668,0.80110997,28.673325,10.878997,1.3838261,0.04271913,0.05149769,0.051497694,3.4455729,1.3072908,0.17954697
2020,Tebere,T2,0.7334809,0.63256997,0.36743006,19.005589,7.2109437,1.1746948,0.62264633,0.32492256,0.23915851,8.890188,3.3730419,0.6180562,0.83960986,0.7608415,0.67507744,25.580301,9.705467,1.3743944,0.035247464,0.043328315,0.043328315,2.3763928,0.9016315,0.10204901
2020,Tebere,T3,0.8083274,0.73143274,0.26856726,22.219362,8.430286,1.2780194,0.59192425,0.36119,0.027899921,11.769327,4.465421,0.682981,0.9241928,0.9721001,0.63881004,28.305273,10.739353,1.3955863,0.045130614,0.120186016,0.120186016,3.2638845,1.2383562,0.086347185
